link_index,pokemon1_name,pokemon2_name,pokemon1_move,pokemon2_move,pokemon1_move_weight,pokemon2_move_weight,edge_weight,pokemon1_move_TTK,pokemon2_move_TTK,edge_TTK
7046,venonat,jigglypuff,sludge-bomb,last-resort,0.8328840970350404,0.632183908045977,0.2007001889890634,2,2.0,0
7047,venonat,oddish,leech-life,return,0.6688311688311688,0.3333333333333333,0.33549783549783546,2,3.0,1
7048,venonat,gloom,leech-life,return,0.4885057471264368,0.4061302681992337,0.0823754789272031,3,3.0,0
7049,venonat,paras,leech-life,aerial-ace,1.471563981042654,0.5134099616858238,0.9581540193568302,1,2.0,1
7050,venonat,parasect,leech-life,aerial-ace,0.896551724137931,0.6513409961685823,0.24521072796934873,2,2.0,0
7051,venonat,diglett,leech-life,rock-slide,1.6211180124223603,0.5498850574712644,1.071232954951096,1,2.0,1
7052,venonat,meowth,leech-life,last-resort,0.9570135746606335,0.632183908045977,0.3248296666146565,2,2.0,0
7053,venonat,poliwag,giga-drain,psychic,0.8823529411764706,0.47509578544061304,0.4072571557358575,2,3.0,1
7054,venonat,poliwhirl,giga-drain,waterfall,0.6088560885608856,0.5793103448275861,0.029545743733299434,2,2.0,0
7055,venonat,abra,leech-life,psychic,3.5340314136125652,1.4827586206896552,2.05127279292291,1,1.0,0
7056,venonat,kadabra,leech-life,future-sight,2.1176470588235294,1.7655172413793103,0.3521298174442191,1,1.0,0
7057,venonat,bellsprout,leech-life,return,0.8775933609958506,0.4559386973180077,0.42165466367784293,2,3.0,1
7058,venonat,weepinbell,leech-life,return,0.6143911439114391,0.5287356321839081,0.08565551172753105,2,2.0,0
7059,venonat,tentacool,zen-headbutt,surf,0.6805429864253394,0.41379310344827586,0.26674988297706353,2,3.0,1
7060,venonat,geodude,giga-drain,rock-blast,2.1176470588235294,0.9121839080459772,1.2054631507775522,1,2.0,1
7061,venonat,graveler,giga-drain,rock-blast,1.4342629482071714,1.0262068965517244,0.408056051655447,1,1.0,0
7062,venonat,slowpoke,leech-life,zen-headbutt,0.8551401869158879,0.7724137931034484,0.08272639381243951,2,2.0,0
7063,venonat,seel,leech-life,surf,0.5701107011070111,0.3831417624521073,0.18696893865490383,2,3.0,1
7064,venonat,shellder,giga-drain,rock-blast,1.2835820895522387,0.5131034482758622,0.7704786412763766,1,2.0,1
7065,venonat,onix,giga-drain,rock-slide,1.7061611374407584,0.7172413793103449,0.9889197581304134,1,2.0,1
7066,venonat,drowzee,leech-life,synchronoise,1.3620689655172413,0.9885057471264368,0.37356321839080453,1,2.0,1
7067,venonat,krabby,giga-drain,rock-slide,1.2835820895522387,0.9164750957854407,0.367106993766798,1,2.0,1
7068,venonat,voltorb,leech-life,thunderbolt,0.753393665158371,0.44061302681992337,0.31278063833844766,2,3.0,1
7069,venonat,exeggcute,leech-life,psychic,1.793103448275862,0.9425287356321839,0.8505747126436782,1,2.0,1
7070,venonat,cubone,giga-drain,fire-punch,0.6846473029045643,0.49808429118773945,0.18656301171682488,2,3.0,1
7071,venonat,koffing,psychic,flamethrower,0.6425339366515838,0.6283524904214559,0.014181446230127848,2,2.0,0
7072,venonat,rhyhorn,giga-drain,rock-blast,1.5548172757475083,0.940689655172414,0.6141276205750943,1,2.0,1
7073,venonat,chansey,leech-life,flamethrower,0.7535101404056163,0.42911877394636017,0.3243913664592561,2,3.0,1
7074,venonat,tangela,sludge-bomb,ancient-power,0.8523985239852399,0.6360153256704981,0.21638319831474173,2,2.0,0
7075,venonat,horsea,giga-drain,surf,1.2835820895522387,0.5325670498084292,0.7510150397438096,1,2.0,1
7076,venonat,seadra,giga-drain,surf,0.7171314741035857,0.6819923371647509,0.03513913693883475,2,2.0,0
7077,venonat,goldeen,giga-drain,waterfall,0.7142857142857143,0.593103448275862,0.12118226600985227,2,2.0,0
7078,venonat,staryu,giga-drain,psychic,0.7761194029850746,0.7126436781609196,0.06347572482415509,2,2.0,0
7079,venonat,magikarp,giga-drain,hydro-pump,1.6243093922651934,0.1471264367816092,1.4771829554835842,1,7.0,6
7080,venonat,ditto,leech-life,,0.7215189873417721,,0.7215189873417721,2,,-2
7081,venonat,omanyte,giga-drain,ancient-power,1.4786729857819905,0.8735632183908046,0.6051097673911858,1,2.0,1
7082,venonat,kabuto,giga-drain,rock-slide,1.791044776119403,1.0997701149425287,0.6912746611768743,1,1.0,0
7083,venonat,dratini,leech-life,flamethrower,0.7937219730941704,0.5517241379310345,0.2419978351631359,2,2.0,0
7084,venomoth,bulbasaur,psychic,return,0.8658008658008658,0.2669039145907473,0.5988969512101185,2,4.0,2
7085,venomoth,ivysaur,psychic,return,0.6513409961685823,0.3167259786476868,0.3346150175208955,2,4.0,2
7086,venomoth,venusaur,psychic,return,0.4717607973421927,0.39501779359430605,0.07674300374788662,3,3.0,0
7087,venomoth,charmander,sludge-wave,flare-blitz,0.8767123287671232,0.8201423487544484,0.05656998001267488,2,2.0,0
7088,venomoth,squirtle,giga-drain,water-spout,1.1004366812227073,0.501779359430605,0.5986573217921023,1,2.0,1
7089,venomoth,wartortle,giga-drain,water-spout,0.8223938223938224,0.608540925266904,0.21385289712691846,2,2.0,0
7090,venomoth,caterpie,air-slash,bug-bite,1.8335064935064938,0.08540925266903915,1.7480972408374547,1,12.0,11
7091,venomoth,metapod,air-slash,electroweb,1.5535269709543569,0.07366548042704626,1.4798614905273106,1,14.0,13
7092,venomoth,weedle,psychic,bug-bite,1.9547511312217194,0.09608540925266904,1.8586657219690503,1,11.0,10
7093,venomoth,kakuna,psychic,bug-bite,1.6536796536796536,0.07473309608540925,1.5789465575942443,1,14.0,13
7094,venomoth,beedrill,zen-headbutt,aerial-ace,0.6943173431734317,0.505338078291815,0.18897926488161676,2,2.0,0
7095,venomoth,pidgey,sludge-wave,brave-bird,1.1131221719457014,0.7399110320284698,0.37321113991723165,1,2.0,1
7096,venomoth,pidgeotto,sludge-wave,wing-attack,0.7191011235955056,0.5551601423487544,0.16394098124675116,2,2.0,0
7097,venomoth,rattata,sludge-wave,last-resort,1.2238805970149254,0.6014234875444839,0.6224571094704414,1,2.0,1
7098,venomoth,spearow,sludge-wave,drill-peck,1.1990950226244343,0.7366548042704626,0.46244021835397175,1,2.0,1
7099,venomoth,ekans,psychic,psychic-fangs,1.0900473933649288,0.5195729537366548,0.570474439628274,1,2.0,1
7100,venomoth,pikachu,leech-life,volt-tackle,1.0450236966824644,0.42790035587188613,0.6171233408105783,1,3.0,2
7101,venomoth,raichu,leech-life,wild-charge,0.6724137931034483,0.4951067615658363,0.17730703153761201,2,3.0,1
7102,venomoth,sandshrew,giga-drain,earthquake,1.7800829875518671,0.5444839857651246,1.2355990017867424,1,2.0,1
7103,venomoth,sandslash,giga-drain,earthquake,0.979381443298969,0.6868327402135231,0.2925487030854459,2,2.0,0
7104,venomoth,nidoran-f,psychic,aerial-ace,1.1314741035856575,0.31316725978647686,0.8183068437991806,1,4.0,3
7105,venomoth,nidorina,psychic,aerial-ace,0.8042704626334519,0.37722419928825623,0.4270462633451957,2,3.0,1
7106,venomoth,nidoran-m,psychic,head-smash,1.2188841201716738,0.393950177935943,0.8249339422357308,1,3.0,2
7107,venomoth,nidorino,psychic,return,0.8593155893536122,0.35587188612099646,0.5034437032326158,2,3.0,1
7108,venomoth,clefairy,sludge-wave,flamethrower,1.1209964412811388,0.4626334519572954,0.6583629893238434,1,3.0,2
7109,venomoth,clefable,sludge-wave,future-sight,0.7341389728096677,0.706049822064057,0.02808915074561069,2,2.0,0
7110,venomoth,vulpix,sludge-wave,flare-blitz,0.7235023041474654,0.6953380782918149,0.028164225855650482,2,2.0,0
7111,venomoth,jigglypuff,sludge-wave,last-resort,1.633423180592992,0.5124555160142349,1.1209676645787572,1,2.0,1
7112,venomoth,wigglytuff,sludge-wave,last-resort,0.9121140142517815,0.7153024911032029,0.19681152314857864,2,2.0,0
7113,venomoth,zubat,psychic,brave-bird,1.2850678733031675,0.7399110320284698,0.5451568412746978,1,2.0,1
7114,venomoth,oddish,psychic,return,0.8658008658008658,0.2704626334519573,0.5953382323489085,2,4.0,2
7115,venomoth,gloom,psychic,return,0.6819923371647509,0.3309608540925267,0.35103148307222426,2,4.0,2
7116,venomoth,vileplume,psychic,return,0.5292096219931272,0.3879003558718861,0.14130926612124106,2,3.0,1
7117,venomoth,paras,air-slash,aerial-ace,2.107109004739337,0.4128113879003559,1.694297616838981,1,3.0,2
7118,venomoth,parasect,air-slash,aerial-ace,1.273103448275862,0.5338078291814946,0.7392956190943675,1,2.0,1
7119,venomoth,venonat,psychic,zen-headbutt,0.8659003831417624,0.3644128113879004,0.501487571753862,2,3.0,1
7120,venomoth,diglett,giga-drain,rock-slide,2.049689440993789,0.4441281138790036,1.6055613271147853,1,3.0,2
7121,venomoth,dugtrio,giga-drain,rock-slide,1.1232227488151658,0.7180071174377225,0.4052156313774433,1,2.0,1
7122,venomoth,meowth,leech-life,last-resort,1.085972850678733,0.5124555160142349,0.5735173346644981,1,2.0,1
7123,venomoth,psyduck,giga-drain,synchronoise,1.2697095435684647,0.6476868327402135,0.6220227108282511,1,2.0,1
7124,venomoth,golduck,giga-drain,future-sight,0.707641196013289,0.706049822064057,0.0015913739492320333,2,2.0,0
7125,venomoth,mankey,psychic,fire-punch,1.1855203619909502,0.5765124555160143,0.609007906474936,1,2.0,1
7126,venomoth,poliwag,giga-drain,psychic,1.6153846153846154,0.3487544483985765,1.266630166986039,1,3.0,2
7127,venomoth,poliwhirl,giga-drain,liquidation,1.1291512915129152,0.4092526690391459,0.7198986224737692,1,3.0,2
7128,venomoth,poliwrath,giga-drain,liquidation,0.6074766355140186,0.5587188612099644,0.04875777430405426,2,2.0,0
7129,venomoth,abra,leech-life,psychic,4.028795811518324,1.0782918149466192,2.950503996571705,1,1.0,0
7130,venomoth,kadabra,leech-life,future-sight,2.4027149321266967,1.2896797153024913,1.1130352168242055,1,1.0,0
7131,venomoth,alakazam,leech-life,future-sight,1.6135458167330676,1.4263345195729538,0.18721129716011387,1,1.0,0
7132,venomoth,machop,psychic,fire-punch,1.1103202846975089,0.5765124555160143,0.5338078291814946,1,2.0,1
7133,venomoth,machoke,psychic,fire-punch,0.7043189368770764,0.6903914590747331,0.013927477802343269,2,2.0,0
7134,venomoth,bellsprout,psychic,return,1.4273858921161826,0.3701067615658363,1.0572791305503464,1,3.0,2
7135,venomoth,weepinbell,psychic,return,0.966789667896679,0.42704626334519574,0.5397434045514833,2,3.0,1
7136,venomoth,victreebel,psychic,return,0.6245847176079734,0.4875444839857651,0.1370402336222083,2,3.0,1
7137,venomoth,tentacool,zen-headbutt,surf,0.9295927601809955,0.302491103202847,0.6271016569781485,2,4.0,2
7138,venomoth,geodude,giga-drain,rock-blast,3.8823529411764706,0.7413523131672599,3.141000628009211,1,2.0,1
7139,venomoth,graveler,giga-drain,rock-blast,2.6294820717131473,0.8472597864768685,1.7822222852362788,1,2.0,1
7140,venomoth,golem,giga-drain,rock-blast,1.654485049833887,1.0325978647686833,0.6218871850652037,1,1.0,0
7141,venomoth,slowpoke,bug-buzz,zen-headbutt,1.3271028037383177,0.6234875444839858,0.7036152592543319,1,2.0,1
7142,venomoth,seel,giga-drain,waterfall,0.8745387453874539,0.298932384341637,0.5756063610458169,2,4.0,2
7143,venomoth,dewgong,giga-drain,liquidation,0.5794392523364486,0.4377224199288256,0.14171683240762295,2,3.0,1
7144,venomoth,grimer,psychic,fire-punch,0.8106312292358804,0.5765124555160143,0.2341187737198661,2,2.0,0
7145,venomoth,shellder,giga-drain,rock-blast,2.388059701492537,0.42362989323843425,1.9644298082541027,1,3.0,2
7146,venomoth,cloyster,giga-drain,steel-roller,1.3692946058091287,0.5693950177935944,0.7998995880155343,1,2.0,1
7147,venomoth,gastly,psychic,psychic,1.5522388059701493,0.6903914590747331,0.8618473468954162,1,2.0,1
7148,venomoth,haunter,psychic,psychic,0.9783549783549783,0.7829181494661922,0.1954368288887861,2,2.0,0
7149,venomoth,onix,giga-drain,head-smash,3.1279620853080567,0.4948398576512455,2.6331222276568114,1,3.0,2
7150,venomoth,drowzee,leech-life,synchronoise,1.5517241379310345,0.7259786476868327,0.8257454902442017,1,2.0,1
7151,venomoth,krabby,giga-drain,liquidation,2.388059701492537,0.608540925266904,1.779518776225633,1,2.0,1
7152,venomoth,kingler,giga-drain,liquidation,1.2191235059760956,0.7295373665480427,0.48958613942805296,1,2.0,1
7153,venomoth,voltorb,leech-life,thunderbolt,0.8552036199095022,0.3238434163701068,0.5313602035393954,2,4.0,2
7154,venomoth,electrode,leech-life,thunderbolt,0.5574712643678161,0.4306049822064057,0.12686628216141044,2,3.0,1
7155,venomoth,exeggcute,bug-buzz,psychic,3.0114942528735633,0.693950177935943,2.3175440749376204,1,2.0,1
7156,venomoth,exeggutor,bug-buzz,future-sight,1.6132930513595165,1.3323843416370107,0.2809087097225058,1,1.0,0
7157,venomoth,cubone,giga-drain,fire-punch,1.2697095435684647,0.398576512455516,0.8711330311129486,1,3.0,2
7158,venomoth,marowak,giga-drain,fire-punch,0.8160919540229885,0.5765124555160143,0.23957949850697424,2,2.0,0
7159,venomoth,koffing,psychic,flamethrower,1.1855203619909502,0.4626334519572954,0.7228869100336548,1,3.0,2
7160,venomoth,weezing,psychic,flamethrower,0.6937269372693727,0.604982206405694,0.08874473086367873,2,2.0,0
7161,venomoth,rhyhorn,giga-drain,rock-blast,2.8504983388704317,0.7678291814946621,2.0826691573757694,1,2.0,1
7162,venomoth,rhydon,giga-drain,heat-crash,1.8803418803418803,1.3736654804270463,0.506676399914834,1,1.0,0
7163,venomoth,chansey,leech-life,flamethrower,0.8564742589703588,0.3202846975088968,0.536189561461462,2,4.0,2
7164,venomoth,tangela,sludge-wave,ancient-power,1.6605166051660516,0.4626334519572954,1.1978831532087562,1,3.0,2
7165,venomoth,horsea,giga-drain,surf,2.388059701492537,0.3879003558718861,2.0001593456206512,1,3.0,2
7166,venomoth,seadra,giga-drain,surf,1.3147410358565736,0.49466192170818507,0.8200791141483885,1,3.0,2
7167,venomoth,goldeen,giga-drain,waterfall,1.3246753246753247,0.398576512455516,0.9260988122198086,1,3.0,2
7168,venomoth,seaking,giga-drain,waterfall,0.707641196013289,0.5124555160142349,0.19518567999905412,2,2.0,0
7169,venomoth,staryu,giga-drain,psychic,1.4179104477611941,0.5195729537366548,0.8983374940245393,1,2.0,1
7170,venomoth,jynx,leech-life,future-sight,1.7767527675276753,1.2469750889679716,0.5297776785597037,1,1.0,0
7171,venomoth,pinsir,air-slash,rock-slide,0.6821402214022141,0.6661921708185053,0.01594805058370874,2,2.0,0
7172,venomoth,magikarp,giga-drain,hydro-pump,3.0,0.1088967971530249,2.891103202846975,1,10.0,9
7173,venomoth,ditto,sludge-wave,,0.8354430379746836,,0.8354430379746836,2,,-2
7174,venomoth,eevee,leech-life,last-resort,0.7529880478087649,0.597864768683274,0.15512327912549095,2,2.0,0
7175,venomoth,jolteon,leech-life,thunderbolt,0.6033210332103321,0.5658362989323843,0.03748473427794785,2,2.0,0
7176,venomoth,omanyte,giga-drain,ancient-power,2.7014218009478674,0.6405693950177936,2.0608524059300737,1,2.0,1
7177,venomoth,omastar,giga-drain,ancient-power,1.686832740213523,0.7900355871886121,0.8967971530249109,1,2.0,1
7178,venomoth,kabuto,giga-drain,rock-blast,3.283582089552239,0.7413523131672599,2.5422297763849793,1,2.0,1
7179,venomoth,kabutops,giga-drain,rock-blast,1.8160919540229885,0.9796441281138791,0.8364478259091094,1,2.0,1
7180,venomoth,dratini,leech-life,flamethrower,0.9080717488789237,0.40569395017793597,0.5023777987009878,2,3.0,1
7181,venomoth,dragonair,leech-life,flamethrower,0.5874524714828897,0.5195729537366548,0.06787951774623491,2,2.0,0
7182,charmeleon,bulbasaur,flare-blitz,sludge-bomb,1.3555194805194806,0.4474708171206226,0.908048663398858,1,3.0,2
7183,charmeleon,ivysaur,overheat,sludge-bomb,1.0206896551724138,0.5291828793774319,0.4915067757949819,1,2.0,1
7184,charmeleon,charmander,rock-slide,ancient-power,0.8168036529680365,0.38132295719844356,0.4354806957695929,2,3.0,1
7185,charmeleon,caterpie,overheat,bug-bite,2.9402597402597404,0.0933852140077821,2.846874526251958,1,11.0,10
7186,charmeleon,metapod,overheat,electroweb,2.4896265560165975,0.08754863813229571,2.4020779178843017,1,12.0,11
7187,charmeleon,butterfree,rock-slide,air-slash,1.22727969348659,0.4342412451361868,0.7930384483504032,1,3.0,2
7188,charmeleon,weedle,overheat,bug-bite,3.0733031674208147,0.10505836575875487,2.9682448016620597,1,10.0,9
7189,charmeleon,kakuna,overheat,electroweb,2.5974025974025974,0.08754863813229571,2.5098539592703015,1,12.0,11
7190,charmeleon,beedrill,flare-blitz,drill-run,1.331070110701107,0.6793774319066148,0.6516926787944921,1,2.0,1
7191,charmeleon,pidgey,overheat,return,1.100452488687783,0.42412451361867703,0.6763279750691058,1,3.0,2
7192,charmeleon,pidgeotto,overheat,return,0.7131086142322097,0.5175097276264592,0.19559888660575053,2,2.0,0
7193,charmeleon,rattata,overheat,last-resort,1.209950248756219,0.6770428015564203,0.5329074471997988,1,2.0,1
7194,charmeleon,spearow,overheat,return,1.1945701357466063,0.5175097276264592,0.6770604081201471,1,2.0,1
7195,charmeleon,ekans,overheat,earthquake,0.8530805687203792,0.6848249027237354,0.16825566599664377,2,2.0,0
7196,charmeleon,pikachu,overheat,surf,0.9023696682464455,0.490272373540856,0.4120972947055895,2,3.0,1
7197,charmeleon,nidoran-f,overheat,earth-power,0.8892430278884463,0.42023346303501946,0.4690095648534269,2,3.0,1
7198,charmeleon,nidorina,overheat,earth-power,0.6320284697508898,0.5291828793774319,0.10284559037345786,2,2.0,0
7199,charmeleon,nidoran-m,overheat,drill-run,0.9579399141630902,0.47626459143968874,0.48167532272340147,2,3.0,1
7200,charmeleon,nidorino,overheat,stomping-tantrum,0.6752851711026617,0.5914396887159533,0.08384548238670841,2,2.0,0
7201,charmeleon,clefairy,flare-blitz,bubble-beam,0.5645907473309609,0.41245136186770426,0.15213938546325667,2,3.0,1
7202,charmeleon,vulpix,rock-slide,return,0.8722580645161291,0.26459143968871596,0.6076666248274132,2,4.0,2
7203,charmeleon,jigglypuff,overheat,last-resort,0.8086253369272237,0.5758754863813229,0.2327498505459008,2,2.0,0
7204,charmeleon,zubat,overheat,brave-bird,1.009954751131222,0.4126264591439689,0.597328291987253,1,3.0,2
7205,charmeleon,oddish,overheat,sludge-bomb,1.3506493506493507,0.5019455252918288,0.8487038253575219,1,2.0,1
7206,charmeleon,gloom,overheat,sludge-bomb,1.0758620689655174,0.5525291828793775,0.5233328860861399,1,2.0,1
7207,charmeleon,vileplume,overheat,sludge-wave,0.8329896907216495,0.7276264591439688,0.10536323157768068,2,2.0,0
7208,charmeleon,paras,overheat,return,3.3668246445497636,0.39299610894941633,2.9738285356003473,1,3.0,2
7209,charmeleon,parasect,overheat,return,2.0413793103448277,0.5019455252918288,1.5394337850529989,1,2.0,1
7210,charmeleon,venonat,overheat,return,1.3609195402298853,0.32684824902723736,1.034071291202648,1,4.0,3
7211,charmeleon,venomoth,overheat,sludge-wave,0.9992882562277581,0.6108949416342413,0.3883933145935168,2,2.0,0
7212,charmeleon,diglett,flare-blitz,earthquake,1.5092236024844718,0.9571984435797666,0.5520251589047053,1,2.0,1
7213,charmeleon,meowth,overheat,last-resort,1.009954751131222,0.5758754863813229,0.434079264749899,1,2.0,1
7214,charmeleon,mankey,overheat,earthquake,0.9266968325791856,0.8560311284046692,0.07066570417451634,2,2.0,0
7215,charmeleon,growlithe,rock-slide,close-combat,0.6960956175298805,0.4591439688715953,0.23695164865828516,2,3.0,1
7216,charmeleon,abra,crunch,psychic,1.7591623036649215,0.6653696498054474,1.0937926538594742,1,2.0,1
7217,charmeleon,kadabra,crunch,future-sight,1.0497737556561086,0.7875486381322957,0.26222511752381295,1,2.0,1
7218,charmeleon,machop,overheat,earthquake,0.8654804270462634,0.8560311284046692,0.009449298641594162,2,2.0,0
7219,charmeleon,bellsprout,overheat,belch,2.2307053941908714,0.5042801556420233,1.726425238548848,1,2.0,1
7220,charmeleon,weepinbell,overheat,sludge-wave,1.5143911439114393,0.5875486381322957,0.9268425057791435,1,2.0,1
7221,charmeleon,victreebel,overheat,sludge-wave,0.9807308970099667,0.669260700389105,0.31147019662086173,2,2.0,0
7222,charmeleon,tentacool,thunder-punch,surf,0.8959276018099548,0.7354085603112841,0.1605190414986707,2,2.0,0
7223,charmeleon,magnemite,overheat,thunderbolt,1.8596858638743459,0.6070038910505836,1.2526819728237624,1,2.0,1
7224,charmeleon,magneton,overheat,thunderbolt,1.2248962655601658,0.7392996108949417,0.48559665466522417,1,2.0,1
7225,charmeleon,doduo,overheat,return,1.1526066350710902,0.688715953307393,0.4638906817636972,1,2.0,1
7226,charmeleon,grimer,overheat,rock-slide,0.6325581395348837,0.5167315175097277,0.11582662202515603,2,2.0,0
7227,charmeleon,gastly,overheat,sludge-wave,1.209950248756219,0.669260700389105,0.540689548367114,1,2.0,1
7228,charmeleon,haunter,crunch,sludge-wave,0.7705627705627706,0.7509727626459144,0.019590007916856167,2,2.0,0
7229,charmeleon,drowzee,crunch,synchronoise,0.6819923371647509,0.44357976653696496,0.23841257062778598,2,3.0,1
7230,charmeleon,voltorb,overheat,thunderbolt,0.8036199095022626,0.3968871595330739,0.4067327499691887,2,3.0,1
7231,charmeleon,exeggcute,overheat,psychic,1.5724137931034483,0.42412451361867703,1.1482892794847712,1,3.0,2
7232,charmeleon,koffing,overheat,belch,0.9266968325791856,0.4482490272373541,0.47844780534183146,2,3.0,1
7233,charmeleon,chansey,brick-break,hyper-voice,0.7051482059282371,0.2918287937743191,0.41331941215391804,2,4.0,2
7234,charmeleon,tangela,overheat,ancient-power,1.6472324723247234,0.5680933852140078,1.0791390871107156,1,2.0,1
7235,charmeleon,scyther,overheat,close-combat,0.9480427046263347,0.6653696498054474,0.2826730548208872,2,2.0,0
7236,charmeleon,jynx,flare-blitz,future-sight,1.4512361623616234,0.7595330739299612,0.6917030884316623,1,2.0,1
7237,charmeleon,magikarp,dragon-pulse,hydro-pump,1.0276243093922652,0.26614785992217893,0.7614764494700863,1,4.0,3
7238,charmeleon,ditto,overheat,,0.8303797468354431,,0.8303797468354431,2,,-2
7239,charmeleon,dratini,dragon-pulse,waterfall,0.9327354260089686,0.5758754863813229,0.35685993962764573,2,2.0,0
7240,diglett,charmander,earthquake,flare-blitz,1.3972602739726028,1.2913975155279502,0.10586275844465254,1,1.0,0
7241,diglett,caterpie,rock-slide,bug-bite,0.7923809523809525,0.5403726708074534,0.2520082815734991,2,2.0,0
7242,diglett,metapod,rock-slide,bug-bite,0.5609958506224068,0.42857142857142855,0.1324244220509782,2,3.0,1
7243,diglett,weedle,rock-slide,bug-bite,0.9129411764705884,0.5962732919254659,0.3166678845451225,2,2.0,0
7244,diglett,kakuna,rock-slide,bug-bite,0.6212987012987014,0.484472049689441,0.13682665160926033,2,3.0,1
7245,diglett,pikachu,earthquake,surf,1.5213270142180095,1.031055900621118,0.4902711135968916,1,1.0,0
7246,diglett,nidoran-f,earthquake,ice-beam,1.0637450199203187,0.8819875776397516,0.18175744228056712,1,2.0,1
7247,diglett,nidoran-m,earthquake,return,1.3776824034334765,0.937888198757764,0.4397942046757125,1,2.0,1
7248,diglett,vulpix,earthquake,flare-blitz,1.4792626728110598,1.0891304347826087,0.3901322380284511,1,1.0,0
7249,diglett,abra,foul-play,energy-ball,1.8638743455497382,1.8509316770186335,0.012942668531104706,1,1.0,0
7250,diglett,magnemite,earthquake,steel-beam,2.230366492146597,1.3332298136645964,0.8971366784820005,1,1.0,0
7251,diglett,voltorb,earthquake,return,1.248868778280543,0.6024844720496895,0.6463843062308535,1,2.0,1
7252,diglett,magikarp,earth-power,hydro-pump,0.8839779005524862,0.5590062111801242,0.324971689372362,2,2.0,0
7253,diglett,ditto,earthquake,,0.5949367088607594,,0.5949367088607594,2,,-2
7254,dugtrio,charmander,earthquake,flare-blitz,2.2465753424657535,0.621303317535545,1.6252720249302084,1,2.0,1
7255,dugtrio,charmeleon,earthquake,flare-blitz,1.5408560311284047,0.7281516587677724,0.8127043723606323,1,2.0,1
7256,dugtrio,charizard,rock-slide,flare-blitz,1.1065319865319865,0.9062322274881517,0.2002997590438348,1,2.0,1
7257,dugtrio,caterpie,rock-slide,bug-bite,1.2786147186147188,0.26066350710900477,1.0179512115057139,1,4.0,3
7258,dugtrio,metapod,rock-slide,bug-bite,0.8889626556016598,0.2132701421800948,0.675692513421565,2,5.0,3
7259,dugtrio,butterfree,rock-slide,giga-drain,1.7691954022988505,1.1232227488151658,0.6459726534836847,1,1.0,0
7260,dugtrio,weedle,rock-slide,bug-bite,1.468235294117647,0.2890995260663507,1.1791357680512964,1,4.0,3
7261,dugtrio,kakuna,rock-slide,bug-bite,0.9994805194805194,0.23222748815165878,0.7672530313288606,2,5.0,3
7262,dugtrio,beedrill,rock-slide,x-scissor,0.9977859778597787,0.7677725118483413,0.23001346601143746,2,2.0,0
7263,dugtrio,pidgey,rock-slide,return,1.223529411764706,0.5734597156398105,0.6500696961248955,1,2.0,1
7264,dugtrio,pidgeotto,rock-slide,return,0.8023970037453184,0.7109004739336493,0.09149652981166911,2,2.0,0
7265,dugtrio,rattata,earthquake,last-resort,1.407960199004975,0.9146919431279621,0.49326825587701295,1,2.0,1
7266,dugtrio,spearow,rock-slide,return,1.468235294117647,0.7109004739336493,0.7573348201839978,1,2.0,1
7267,dugtrio,ekans,earthquake,seed-bomb,2.2890995260663507,0.7488151658767772,1.5402843601895735,1,2.0,1
7268,dugtrio,arbok,earthquake,seed-bomb,1.3218390804597702,1.0710900473933649,0.2507490330664053,1,1.0,0
7269,dugtrio,pikachu,earthquake,surf,2.4454976303317535,0.5687203791469194,1.876777251184834,1,2.0,1
7270,dugtrio,raichu,earthquake,surf,1.5747126436781609,0.8909952606635071,0.6837173830146538,1,2.0,1
7271,dugtrio,nidoran-f,earthquake,ice-beam,1.7091633466135459,0.4834123222748815,1.2257510243386642,1,3.0,2
7272,dugtrio,nidorina,earthquake,ice-beam,1.2597864768683273,0.6066350710900474,0.6531514057782799,1,2.0,1
7273,dugtrio,nidoran-m,earthquake,ice-beam,2.2145922746781115,0.4834123222748815,1.73117995240323,1,3.0,2
7274,dugtrio,nidorino,earthquake,ice-beam,1.5285171102661597,0.6066350710900474,0.9218820391761122,1,2.0,1
7275,dugtrio,clefairy,earthquake,ice-beam,0.8113879003558719,0.6540284360189573,0.1573594643369146,2,2.0,0
7276,dugtrio,vulpix,earthquake,energy-ball,2.377880184331797,0.5687203791469194,1.8091598051848776,1,2.0,1
7277,dugtrio,ninetales,earthquake,flare-blitz,1.1289198606271778,0.835,0.2939198606271778,1,2.0,1
7278,dugtrio,jigglypuff,earthquake,last-resort,1.059299191374663,0.7819905213270142,0.2773086700476488,1,2.0,1
7279,dugtrio,zubat,rock-slide,brave-bird,1.336470588235294,0.5619431279620852,0.7745274602732088,1,2.0,1
7280,dugtrio,paras,aerial-ace,bullet-seed,1.5734597156398105,1.2781990521327014,0.2952606635071091,1,1.0,0
7281,dugtrio,venonat,rock-slide,leech-life,0.8845977011494253,0.7890995260663507,0.09549817508307457,2,2.0,0
7282,dugtrio,diglett,earthquake,earthquake,2.1614906832298137,0.6540284360189573,1.5074622472108565,1,2.0,1
7283,dugtrio,meowth,earthquake,last-resort,1.2805429864253393,0.7819905213270142,0.49855246509832507,1,2.0,1
7284,dugtrio,mankey,earthquake,close-combat,1.2805429864253393,1.042654028436019,0.2378889579893202,1,1.0,0
7285,dugtrio,growlithe,earthquake,burn-up,1.900398406374502,0.7867298578199052,1.113668548554597,1,2.0,1
